USERID,r_score,f_score,m_score,rfm_wscore
65988,5,1,1,3.4
65993,4,1,1,2.8
65994,4,1,1,2.8
65995,4,1,1,2.8
65998,3,1,1,2.1999999999999997
65999,4,1,1,2.8
66002,3,1,1,2.1999999999999997
66003,4,1,1,2.8
66005,3,1,1,2.1999999999999997
66006,1,1,1,0.9999999999999999
66007,3,1,1,2.1999999999999997
66008,4,1,1,2.8
66009,1,1,1,0.9999999999999999
66010,5,1,1,3.4
66011,4,1,1,2.8
66013,5,1,1,3.4
66015,2,1,1,1.6
66016,1,1,1,0.9999999999999999
66017,3,1,1,2.1999999999999997
66020,5,1,1,3.4
66021,5,1,1,3.4
66022,5,1,1,3.4
66024,4,1,1,2.8
66031,5,1,1,3.4
66032,3,1,1,2.1999999999999997
66036,2,1,1,1.6
66038,3,1,1,2.1999999999999997
66039,5,1,1,3.4
66040,2,1,1,1.6
66041,2,1,1,1.6
66043,1,1,1,0.9999999999999999
66045,2,1,1,1.6
66048,5,1,1,3.4
66049,1,1,1,0.9999999999999999
66050,4,1,1,2.8
66051,3,1,1,2.1999999999999997
66052,5,1,1,3.4
66053,4,1,1,2.8
66059,4,1,1,2.8
66062,5,1,1,3.4
66064,5,1,1,3.4
66065,4,1,1,2.8
66066,4,1,1,2.8
66067,4,1,1,2.8
66068,4,1,1,2.8
66069,4,1,1,2.8
66072,3,1,1,2.1999999999999997
66075,2,1,1,1.6
66076,4,2,1,3.1
66077,4,1,1,2.8
66078,5,1,1,3.4
66083,4,1,1,2.8
66085,4,1,1,2.8
66087,2,1,1,1.6
66088,2,1,1,1.6
66090,3,1,1,2.1999999999999997
66091,1,1,1,0.9999999999999999
66094,3,1,1,2.1999999999999997
66095,4,1,1,2.8
66096,1,1,1,0.9999999999999999
66097,1,1,1,0.9999999999999999
66102,4,1,1,2.8
66104,3,1,1,2.1999999999999997
66107,4,1,1,2.8
66108,3,1,1,2.1999999999999997
66109,4,1,1,2.8
66110,2,1,1,1.6
66111,3,1,1,2.1999999999999997
66113,5,1,1,3.4
66116,3,1,1,2.1999999999999997
66118,5,1,1,3.4
66120,5,1,1,3.4
66122,2,1,1,1.6
66125,2,1,1,1.6
66126,5,1,1,3.4
66127,3,1,1,2.1999999999999997
66128,3,1,1,2.1999999999999997
66133,4,1,1,2.8
66137,5,1,1,3.4
66138,1,1,1,0.9999999999999999
66139,5,1,1,3.4
66140,2,1,1,1.6
66142,5,1,1,3.4
66144,3,1,1,2.1999999999999997
66149,2,1,1,1.6
66150,4,1,1,2.8
66153,4,1,1,2.8
66154,4,1,1,2.8
66155,5,1,1,3.4
66157,4,1,1,2.8
66160,2,1,1,1.6
66161,2,1,1,1.6
66162,2,1,1,1.6
66163,5,1,1,3.4
66167,2,1,1,1.6
66169,1,1,1,0.9999999999999999
66172,3,1,1,2.1999999999999997
66174,2,1,1,1.6
66176,3,1,1,2.1999999999999997
66178,5,1,1,3.4
66179,5,1,1,3.4
66180,3,1,1,2.1999999999999997
66181,5,1,1,3.4
66182,5,1,1,3.4
66183,3,1,1,2.1999999999999997
66184,1,1,1,0.9999999999999999
66186,3,1,1,2.1999999999999997
66189,4,1,1,2.8
66192,4,1,1,2.8
66193,4,1,1,2.8
66194,5,1,1,3.4
66195,4,1,1,2.8
66196,5,1,1,3.4
66198,5,1,1,3.4
66199,4,1,1,2.8
66200,5,1,1,3.4
66202,1,1,1,0.9999999999999999
66204,2,1,1,1.6
66206,3,1,1,2.1999999999999997
66207,4,1,1,2.8
66212,2,1,1,1.6
66213,4,1,1,2.8
66215,4,1,1,2.8
66216,2,1,1,1.6
66217,4,1,1,2.8
66218,1,1,1,0.9999999999999999
66221,5,1,1,3.4
66223,5,1,1,3.4
66228,5,1,1,3.4
66229,2,1,1,1.6
66230,3,1,1,2.1999999999999997
66231,2,1,1,1.6
66232,4,1,1,2.8
66233,5,1,1,3.4
66235,5,1,1,3.4
66236,1,1,1,0.9999999999999999
66243,3,1,1,2.1999999999999997
66245,4,1,1,2.8
66246,3,1,1,2.1999999999999997
66247,4,1,1,2.8
66249,3,1,1,2.1999999999999997
66258,5,1,1,3.4
66259,4,1,1,2.8
66262,5,1,1,3.4
66263,5,1,1,3.4
66264,4,1,1,2.8
66265,4,1,1,2.8
66266,3,1,1,2.1999999999999997
66267,4,1,1,2.8
66269,3,1,1,2.1999999999999997
66273,4,1,1,2.8
66274,3,1,1,2.1999999999999997
66275,4,1,1,2.8
66278,5,1,1,3.4
66280,5,1,1,3.4
66281,1,1,1,0.9999999999999999
66282,4,1,1,2.8
66283,4,1,1,2.8
66284,4,1,1,2.8
66286,4,1,1,2.8
66287,3,1,1,2.1999999999999997
66288,2,1,1,1.6
66289,2,1,1,1.6
66290,4,1,1,2.8
66291,4,1,1,2.8
66295,5,1,1,3.4
66297,3,1,1,2.1999999999999997
66300,4,1,1,2.8
66303,5,1,1,3.4
66304,3,1,1,2.1999999999999997
66305,2,1,1,1.6
66312,4,1,1,2.8
66313,5,1,1,3.4
66314,3,1,1,2.1999999999999997
66315,4,1,1,2.8
66316,4,1,1,2.8
66317,2,1,1,1.6
66318,1,1,1,0.9999999999999999
66320,4,1,1,2.8
66321,1,1,1,0.9999999999999999
66323,3,1,1,2.1999999999999997
66324,1,1,1,0.9999999999999999
66327,4,1,1,2.8
66328,3,1,1,2.1999999999999997
66329,4,1,1,2.8
66330,5,1,1,3.4
66331,4,1,1,2.8
66333,3,1,1,2.1999999999999997
66337,1,1,1,0.9999999999999999
66339,5,1,1,3.4
66340,5,1,1,3.4
66343,5,1,1,3.4
66344,5,1,1,3.4
66346,2,1,1,1.6
66347,4,1,1,2.8
66350,5,1,1,3.4
66352,4,1,1,2.8
66353,5,1,1,3.4
66354,1,1,1,0.9999999999999999
66356,4,1,1,2.8
66357,2,1,1,1.6
66359,4,1,1,2.8
66361,4,1,1,2.8
66362,3,1,1,2.1999999999999997
66364,5,1,1,3.4
66366,3,1,1,2.1999999999999997
66370,2,1,1,1.6
66371,4,1,1,2.8
66372,3,1,1,2.1999999999999997
66373,3,1,1,2.1999999999999997
66376,5,1,1,3.4
66377,4,1,1,2.8
66378,5,1,1,3.4
66382,3,1,1,2.1999999999999997
66386,4,1,1,2.8
66388,3,1,1,2.1999999999999997
66393,4,1,1,2.8
66395,5,1,1,3.4
66396,5,1,1,3.4
66397,4,1,1,2.8
66400,3,1,1,2.1999999999999997
66401,4,1,1,2.8
66403,4,1,1,2.8
66404,4,1,1,2.8
66407,4,1,1,2.8
66408,5,1,1,3.4
66409,2,1,1,1.6
66410,5,1,1,3.4
66412,3,1,1,2.1999999999999997
66414,3,1,1,2.1999999999999997
66415,3,1,1,2.1999999999999997
66416,2,1,1,1.6
66417,2,1,1,1.6
66419,3,1,1,2.1999999999999997
66420,1,1,1,0.9999999999999999
66422,1,1,1,0.9999999999999999
66424,2,1,1,1.6
66427,2,1,1,1.6
66429,1,1,1,0.9999999999999999
66430,4,1,1,2.8
66431,3,1,1,2.1999999999999997
66432,2,1,1,1.6
66433,2,1,1,1.6
66434,3,1,1,2.1999999999999997
66438,4,1,1,2.8
66440,2,1,1,1.6
66441,5,1,1,3.4
66444,3,1,1,2.1999999999999997
66445,4,1,1,2.8
66446,2,1,1,1.6
66447,4,1,1,2.8
66448,3,1,1,2.1999999999999997
66449,4,1,1,2.8
66450,5,1,1,3.4
66452,2,1,1,1.6
66454,5,1,1,3.4
66455,5,1,1,3.4
66458,2,1,1,1.6
66459,3,1,1,2.1999999999999997
66460,4,1,1,2.8
66461,1,1,1,0.9999999999999999
66465,5,1,1,3.4
66466,4,1,1,2.8
66467,4,1,1,2.8
66468,5,1,1,3.4
66472,1,1,1,0.9999999999999999
66475,5,1,1,3.4
66476,3,1,1,2.1999999999999997
66477,5,1,1,3.4
66478,5,1,1,3.4
66479,1,1,1,0.9999999999999999
66481,4,1,1,2.8
66482,5,1,1,3.4
66484,2,1,1,1.6
66486,2,1,1,1.6
66487,5,1,1,3.4
66488,3,1,1,2.1999999999999997
66489,4,1,1,2.8
66490,3,1,1,2.1999999999999997
66491,4,1,1,2.8
66493,5,1,1,3.4
66495,5,1,1,3.4
66501,1,1,1,0.9999999999999999
66503,5,1,1,3.4
66504,4,1,1,2.8
66506,5,1,1,3.4
66509,1,1,1,0.9999999999999999
66511,5,1,1,3.4
66512,3,1,1,2.1999999999999997
66513,4,1,1,2.8
66514,4,1,1,2.8
66515,5,1,1,3.4
66516,5,1,1,3.4
66518,3,1,1,2.1999999999999997
66519,4,1,1,2.8
66520,4,1,1,2.8
66521,4,1,1,2.8
66522,4,1,1,2.8
66523,4,1,1,2.8
66526,2,1,1,1.6
66531,1,1,1,0.9999999999999999
66533,5,1,1,3.4
66536,4,1,1,2.8
66537,3,1,1,2.1999999999999997
66539,3,1,1,2.1999999999999997
66541,1,1,1,0.9999999999999999
66542,5,1,1,3.4
66543,3,1,1,2.1999999999999997
66544,5,1,1,3.4
66546,5,1,1,3.4
66547,4,1,1,2.8
66550,3,1,1,2.1999999999999997
66553,1,1,1,0.9999999999999999
66555,2,1,1,1.6
66557,2,1,1,1.6
66559,4,1,1,2.8
66560,5,1,1,3.4
66562,4,1,1,2.8
66563,3,1,1,2.1999999999999997
66564,2,1,1,1.6
66565,4,1,1,2.8
66566,5,1,1,3.4
66567,3,1,1,2.1999999999999997
66568,4,1,1,2.8
66569,5,1,1,3.4
66570,5,1,1,3.4
66572,2,1,1,1.6
66574,5,1,1,3.4
66575,4,1,1,2.8
66576,4,1,1,2.8
66578,5,1,1,3.4
66580,4,1,1,2.8
66582,4,1,1,2.8
66584,4,1,1,2.8
66586,4,1,1,2.8
66587,3,1,1,2.1999999999999997
66588,2,1,1,1.6
66589,2,1,1,1.6
66591,5,1,1,3.4
66593,3,1,1,2.1999999999999997
66594,5,1,1,3.4
66600,3,1,1,2.1999999999999997
66603,5,1,1,3.4
66607,5,1,1,3.4
66608,3,1,1,2.1999999999999997
66610,4,2,1,3.1
66612,3,1,1,2.1999999999999997
66615,1,1,1,0.9999999999999999
66618,2,1,1,1.6
66619,5,1,1,3.4
66620,1,1,1,0.9999999999999999
66623,3,1,1,2.1999999999999997
66624,4,1,1,2.8
66627,4,1,1,2.8
66628,1,1,1,0.9999999999999999
66629,4,1,1,2.8
66631,5,1,1,3.4
66636,4,1,1,2.8
66637,4,1,1,2.8
66639,3,1,1,2.1999999999999997
66641,5,1,1,3.4
66642,2,1,1,1.6
66644,3,1,1,2.1999999999999997
66645,4,1,1,2.8
66647,4,1,1,2.8
66652,3,1,1,2.1999999999999997
66653,5,1,1,3.4
66654,3,1,1,2.1999999999999997
66658,5,1,1,3.4
66659,1,1,1,0.9999999999999999
66660,5,1,1,3.4
66661,4,1,1,2.8
66662,5,1,1,3.4
66663,3,1,1,2.1999999999999997
66665,1,1,1,0.9999999999999999
66670,3,1,1,2.1999999999999997
66671,4,1,1,2.8
66672,1,1,1,0.9999999999999999
66675,5,1,1,3.4
66679,5,1,1,3.4
66685,2,1,1,1.6
66686,3,1,1,2.1999999999999997
66688,3,1,1,2.1999999999999997
66690,1,1,1,0.9999999999999999
66691,4,1,1,2.8
66693,5,1,1,3.4
66694,1,1,1,0.9999999999999999
66696,5,1,1,3.4
66697,2,1,1,1.6
66699,4,1,1,2.8
66700,4,1,1,2.8
66702,3,1,1,2.1999999999999997
66705,4,1,1,2.8
66707,1,1,1,0.9999999999999999
66708,5,1,1,3.4
66709,2,1,1,1.6
66710,4,1,1,2.8
66711,4,1,1,2.8
66712,4,1,1,2.8
66713,3,1,1,2.1999999999999997
66714,3,1,1,2.1999999999999997
66715,3,1,1,2.1999999999999997
66718,5,1,1,3.4
66719,5,1,1,3.4
66720,5,1,1,3.4
66723,1,1,1,0.9999999999999999
66724,3,1,1,2.1999999999999997
66725,2,1,1,1.6
66731,3,1,1,2.1999999999999997
66732,2,1,1,1.6
66733,2,1,1,1.6
66734,5,1,1,3.4
66735,4,1,1,2.8
66738,5,1,1,3.4
66739,3,1,1,2.1999999999999997
66741,2,1,1,1.6
66742,1,1,1,0.9999999999999999
66743,4,1,1,2.8
66744,4,1,1,2.8
66745,3,1,1,2.1999999999999997
66746,3,1,1,2.1999999999999997
66748,5,1,1,3.4
66750,4,1,1,2.8
66752,4,1,1,2.8
66753,3,1,1,2.1999999999999997
66757,2,1,1,1.6
66760,1,1,1,0.9999999999999999
66761,2,1,1,1.6
66763,5,1,1,3.4
66765,4,1,1,2.8
66766,4,1,1,2.8
66768,1,1,1,0.9999999999999999
66770,4,1,1,2.8
66773,5,1,1,3.4
66774,5,1,1,3.4
66776,2,1,1,1.6
66779,2,1,1,1.6
66780,1,1,1,0.9999999999999999
66782,4,1,1,2.8
66785,1,1,1,0.9999999999999999
66788,1,1,1,0.9999999999999999
66791,5,1,1,3.4
66793,4,1,1,2.8
66794,4,1,1,2.8
66797,1,1,1,0.9999999999999999
66799,4,1,1,2.8
66800,5,1,1,3.4
66801,5,1,1,3.4
66803,4,1,1,2.8
66804,5,1,1,3.4
66806,5,1,1,3.4
66807,2,1,1,1.6
66808,5,1,1,3.4
66814,5,1,1,3.4
66815,4,1,1,2.8
66818,3,1,1,2.1999999999999997
66819,4,1,1,2.8
66822,3,1,1,2.1999999999999997
66826,4,1,1,2.8
66827,2,1,1,1.6
66831,5,1,1,3.4
66835,5,1,1,3.4
66839,5,1,1,3.4
66841,5,1,1,3.4
66842,3,1,1,2.1999999999999997
66843,5,1,1,3.4
66844,1,1,1,0.9999999999999999
66845,2,1,1,1.6
66847,3,1,1,2.1999999999999997
66850,5,1,1,3.4
66854,2,1,1,1.6
66857,5,1,1,3.4
66858,1,1,1,0.9999999999999999
66859,5,1,1,3.4
66862,2,1,1,1.6
66863,1,1,1,0.9999999999999999
66864,1,1,1,0.9999999999999999
66866,4,1,1,2.8
66870,2,1,1,1.6
66873,5,1,1,3.4
66876,5,1,1,3.4
66877,5,1,1,3.4
66878,3,1,1,2.1999999999999997
66881,1,1,1,0.9999999999999999
66882,5,1,1,3.4
66883,5,1,1,3.4
66885,5,1,1,3.4
66886,2,1,1,1.6
66887,3,1,1,2.1999999999999997
66889,3,1,1,2.1999999999999997
66890,4,1,1,2.8
66892,2,1,1,1.6
66893,2,1,1,1.6
66894,2,1,1,1.6
66895,3,1,1,2.1999999999999997
66896,1,1,1,0.9999999999999999
66897,2,1,1,1.6
66898,2,1,1,1.6
66903,5,1,1,3.4
66904,3,1,1,2.1999999999999997
66905,2,1,1,1.6
66906,1,1,1,0.9999999999999999
66907,1,1,1,0.9999999999999999
66909,3,1,1,2.1999999999999997
66912,3,1,1,2.1999999999999997
66915,1,1,1,0.9999999999999999
66917,4,1,1,2.8
66920,4,1,1,2.8
66922,3,1,1,2.1999999999999997
66923,3,1,1,2.1999999999999997
66924,5,1,1,3.4
66926,3,1,1,2.1999999999999997
66927,5,1,1,3.4
66928,1,1,1,0.9999999999999999
66933,5,1,1,3.4
66938,5,1,1,3.4
66940,5,1,1,3.4
66942,1,1,1,0.9999999999999999
66943,4,1,1,2.8
66948,5,1,1,3.4
66949,3,1,1,2.1999999999999997
66952,4,1,1,2.8
66955,5,1,1,3.4
66956,5,1,1,3.4
66957,2,1,1,1.6
66959,4,1,1,2.8
66961,3,1,1,2.1999999999999997
66963,4,1,1,2.8
66964,5,1,1,3.4
66966,2,1,1,1.6
66969,3,1,1,2.1999999999999997
66971,4,1,1,2.8
66973,5,1,1,3.4
66974,4,1,1,2.8
66977,1,1,1,0.9999999999999999
66978,1,1,1,0.9999999999999999
66979,5,1,1,3.4
66983,4,1,1,2.8
66985,3,1,1,2.1999999999999997
66986,3,1,1,2.1999999999999997
66987,5,1,1,3.4
66990,5,1,1,3.4
66991,4,1,1,2.8
66992,1,1,1,0.9999999999999999
66995,3,1,1,2.1999999999999997
66996,5,1,1,3.4
66998,3,1,1,2.1999999999999997
66999,5,1,1,3.4
67001,1,1,1,0.9999999999999999
67003,2,1,1,1.6
67008,5,1,1,3.4
67009,3,1,1,2.1999999999999997
67010,5,1,1,3.4
67011,4,1,1,2.8
67012,2,1,1,1.6
67019,4,1,1,2.8
67020,3,1,1,2.1999999999999997
67023,2,1,1,1.6
67025,4,1,1,2.8
67026,3,1,1,2.1999999999999997
67029,5,1,1,3.4
67031,5,1,1,3.4
67032,4,1,1,2.8
67033,5,1,1,3.4
67034,2,1,1,1.6
67035,1,1,1,0.9999999999999999
67036,4,1,1,2.8
67037,2,1,1,1.6
67038,1,1,1,0.9999999999999999
67039,4,1,1,2.8
67040,5,1,1,3.4
67042,5,1,1,3.4
67043,4,1,1,2.8
67045,3,1,1,2.1999999999999997
67046,4,1,1,2.8
67047,4,1,1,2.8
67048,1,1,1,0.9999999999999999
67049,5,1,1,3.4
67053,5,1,1,3.4
67055,5,1,1,3.4
67060,5,1,1,3.4
67062,1,1,1,0.9999999999999999
67063,5,1,1,3.4
67064,4,1,1,2.8
67065,4,1,1,2.8
67067,1,1,1,0.9999999999999999
67068,4,1,1,2.8
67070,3,1,1,2.1999999999999997
67071,1,1,1,0.9999999999999999
67072,3,1,1,2.1999999999999997
67074,4,1,1,2.8
67075,3,1,1,2.1999999999999997
67076,3,1,1,2.1999999999999997
67086,2,1,1,1.6
67087,4,1,1,2.8
67088,5,1,1,3.4
67090,5,1,1,3.4
67091,2,1,1,1.6
67093,2,1,1,1.6
67094,2,1,1,1.6
67096,4,1,1,2.8
67097,5,1,1,3.4
67098,2,1,1,1.6
67099,5,1,1,3.4
67102,5,1,1,3.4
67104,3,1,1,2.1999999999999997
67105,3,1,1,2.1999999999999997
67106,5,1,1,3.4
67107,4,1,1,2.8
67108,3,1,1,2.1999999999999997
67109,5,1,1,3.4
67110,2,1,1,1.6
67111,4,1,1,2.8
67113,3,1,1,2.1999999999999997
67120,5,1,1,3.4
67121,5,1,1,3.4
67122,1,1,1,0.9999999999999999
67123,4,1,1,2.8
67128,5,1,1,3.4
67129,4,1,1,2.8
67131,4,1,1,2.8
67134,3,1,1,2.1999999999999997
67136,4,1,1,2.8
67137,3,1,1,2.1999999999999997
67141,2,1,1,1.6
67142,4,1,1,2.8
67143,1,1,1,0.9999999999999999
67144,3,1,1,2.1999999999999997
67145,5,1,1,3.4
67149,5,1,1,3.4
67150,3,1,1,2.1999999999999997
67152,3,1,1,2.1999999999999997
67154,2,1,1,1.6
67155,5,1,1,3.4
67156,5,1,1,3.4
67160,4,1,1,2.8
67162,1,1,1,0.9999999999999999
67164,4,1,1,2.8
67166,3,1,1,2.1999999999999997
67168,2,1,1,1.6
67170,3,1,1,2.1999999999999997
67171,2,1,1,1.6
67175,1,1,1,0.9999999999999999
67176,3,1,1,2.1999999999999997
67179,1,1,1,0.9999999999999999
67184,1,1,1,0.9999999999999999
67186,3,1,1,2.1999999999999997
67188,1,1,1,0.9999999999999999
67189,4,1,1,2.8
67191,1,1,1,0.9999999999999999
67193,4,1,1,2.8
67195,2,1,1,1.6
67197,5,1,1,3.4
67199,1,1,1,0.9999999999999999
67202,2,1,1,1.6
67203,1,1,1,0.9999999999999999
67205,3,1,1,2.1999999999999997
67209,5,1,1,3.4
67210,5,1,1,3.4
67211,5,1,1,3.4
67212,5,1,1,3.4
67213,4,1,1,2.8
67214,2,1,1,1.6
67215,4,1,1,2.8
67216,5,1,1,3.4
67219,1,1,1,0.9999999999999999
67221,2,1,1,1.6
67223,3,1,1,2.1999999999999997
67224,4,1,1,2.8
67226,5,1,1,3.4
67230,5,1,1,3.4
67231,1,1,1,0.9999999999999999
67233,4,1,1,2.8
67235,3,1,1,2.1999999999999997
67237,3,1,1,2.1999999999999997
67240,1,1,1,0.9999999999999999
67241,5,1,1,3.4
67242,2,1,1,1.6
67243,4,1,1,2.8
67244,1,1,1,0.9999999999999999
67245,5,1,1,3.4
67246,1,1,1,0.9999999999999999
67248,5,1,1,3.4
67249,4,1,1,2.8
67250,5,1,1,3.4
67251,5,1,1,3.4
67252,2,1,1,1.6
67254,3,2,1,2.5
67255,4,1,1,2.8
67257,2,1,1,1.6
67258,5,1,1,3.4
67259,5,1,1,3.4
67262,5,1,1,3.4
67263,2,1,1,1.6
67264,4,1,1,2.8
67265,3,1,1,2.1999999999999997
67266,3,1,1,2.1999999999999997
67267,1,1,1,0.9999999999999999
67269,5,1,1,3.4
67271,3,1,1,2.1999999999999997
67276,5,1,1,3.4
67277,4,1,1,2.8
67278,2,1,1,1.6
67280,3,1,1,2.1999999999999997
67281,5,1,1,3.4
67283,4,1,1,2.8
67284,1,1,1,0.9999999999999999
67285,5,1,1,3.4
67289,5,1,1,3.4
67293,1,1,1,0.9999999999999999
67294,5,1,1,3.4
67295,3,1,1,2.1999999999999997
67296,1,1,1,0.9999999999999999
67300,2,1,1,1.6
67302,5,1,1,3.4
67303,3,1,1,2.1999999999999997
67304,4,1,1,2.8
67305,3,1,1,2.1999999999999997
67306,5,1,1,3.4
67309,5,1,1,3.4
67310,4,1,1,2.8
67311,2,1,1,1.6
67312,5,1,1,3.4
67313,3,1,1,2.1999999999999997
67315,5,1,1,3.4
67319,5,1,1,3.4
67325,4,1,1,2.8
67326,3,1,1,2.1999999999999997
67327,2,1,1,1.6
67328,5,1,1,3.4
67331,5,1,1,3.4
67332,5,1,1,3.4
67333,5,1,1,3.4
67334,2,1,1,1.6
67335,1,1,1,0.9999999999999999
67337,4,1,1,2.8
67339,5,1,1,3.4
67343,5,1,1,3.4
67347,3,1,1,2.1999999999999997
67348,4,1,1,2.8
67353,4,1,1,2.8
67356,4,1,1,2.8
67360,3,1,1,2.1999999999999997
67361,4,1,1,2.8
67362,4,1,1,2.8
67363,3,1,1,2.1999999999999997
67364,3,1,1,2.1999999999999997
67365,5,1,1,3.4
67366,1,1,1,0.9999999999999999
67369,3,1,1,2.1999999999999997
67371,2,1,1,1.6
67374,5,1,1,3.4
67375,5,1,1,3.4
67383,3,1,1,2.1999999999999997
67384,1,1,1,0.9999999999999999
67385,2,1,1,1.6
67386,4,1,1,2.8
67387,2,1,1,1.6
67389,4,1,1,2.8
67391,4,1,1,2.8
67392,2,1,1,1.6
67393,5,1,1,3.4
67394,5,1,1,3.4
67396,2,1,1,1.6
67397,5,1,1,3.4
67399,2,1,1,1.6
67401,2,1,1,1.6
67402,1,1,1,0.9999999999999999
67403,2,1,1,1.6
67404,4,1,1,2.8
67405,5,1,1,3.4
67407,3,1,1,2.1999999999999997
67408,3,1,1,2.1999999999999997
67409,3,1,1,2.1999999999999997
67410,1,1,1,0.9999999999999999
67411,3,1,1,2.1999999999999997
67412,4,1,1,2.8
67413,4,1,1,2.8
67417,3,1,1,2.1999999999999997
67419,4,1,1,2.8
67421,3,1,1,2.1999999999999997
67422,5,1,1,3.4
67428,3,1,1,2.1999999999999997
67430,3,1,1,2.1999999999999997
67431,5,1,1,3.4
67435,1,1,1,0.9999999999999999
67436,2,1,1,1.6
67437,5,1,1,3.4
67438,1,1,1,0.9999999999999999
67439,5,1,1,3.4
67442,2,1,1,1.6
67444,5,1,1,3.4
67445,3,1,1,2.1999999999999997
67447,4,1,1,2.8
67453,1,1,1,0.9999999999999999
67454,2,1,1,1.6
67455,2,1,1,1.6
67456,5,1,1,3.4
67457,4,1,1,2.8
67458,2,1,1,1.6
67459,1,1,1,0.9999999999999999
67463,2,1,1,1.6
67464,4,1,1,2.8
67466,2,1,1,1.6
67468,1,2,1,1.3
67472,5,1,1,3.4
67474,1,1,1,0.9999999999999999
67475,1,1,1,0.9999999999999999
67476,1,1,1,0.9999999999999999
67478,5,1,1,3.4
67481,1,1,1,0.9999999999999999
67483,4,1,1,2.8
67485,2,1,1,1.6
67487,1,1,1,0.9999999999999999
67488,5,1,1,3.4
67490,4,1,1,2.8
67492,3,1,1,2.1999999999999997
67493,2,1,1,1.6
67494,5,1,1,3.4
67497,1,1,1,0.9999999999999999
67499,1,1,1,0.9999999999999999
67501,5,1,1,3.4
67503,5,1,1,3.4
67504,3,1,1,2.1999999999999997
67506,1,1,1,0.9999999999999999
67507,2,1,1,1.6
67510,2,1,1,1.6
67512,5,1,1,3.4
67514,2,1,1,1.6
67518,2,1,1,1.6
67520,3,1,1,2.1999999999999997
67521,5,1,1,3.4
67524,2,1,1,1.6
67525,4,1,1,2.8
67526,3,2,1,2.5
67527,2,1,1,1.6
67529,3,1,1,2.1999999999999997
67530,5,1,1,3.4
67532,4,1,1,2.8
67533,4,1,1,2.8
67535,5,1,1,3.4
67536,2,1,1,1.6
67538,4,1,1,2.8
67544,2,1,1,1.6
67545,4,1,1,2.8
67548,4,1,1,2.8
67549,5,1,1,3.4
67551,5,1,1,3.4
67554,1,1,1,0.9999999999999999
67556,4,1,1,2.8
67557,1,1,1,0.9999999999999999
67559,2,1,1,1.6
67560,3,1,1,2.1999999999999997
67561,4,1,1,2.8
67562,4,1,1,2.8
67564,2,1,1,1.6
67565,2,1,1,1.6
67569,4,1,1,2.8
67571,1,1,1,0.9999999999999999
67572,1,1,1,0.9999999999999999
67573,4,1,1,2.8
67574,3,1,1,2.1999999999999997
67575,5,1,1,3.4
67576,5,1,1,3.4
67577,5,1,1,3.4
67578,3,1,1,2.1999999999999997
67580,2,1,1,1.6
67583,2,1,1,1.6
67585,5,1,1,3.4
67586,4,1,1,2.8
67593,5,1,1,3.4
67594,2,1,1,1.6
67596,4,1,1,2.8
67597,5,1,1,3.4
67598,1,1,1,0.9999999999999999
67599,3,1,1,2.1999999999999997
67600,3,1,1,2.1999999999999997
67601,5,2,1,3.7
67602,3,1,1,2.1999999999999997
67603,2,1,1,1.6
67611,3,1,1,2.1999999999999997
67614,5,1,1,3.4
67615,5,1,1,3.4
67616,2,1,1,1.6
67619,3,1,1,2.1999999999999997
67621,1,1,1,0.9999999999999999
67622,2,1,1,1.6
67623,3,1,1,2.1999999999999997
67624,2,1,1,1.6
67625,2,1,1,1.6
67628,5,1,1,3.4
67630,3,1,1,2.1999999999999997
67631,4,1,1,2.8
67632,2,1,1,1.6
67633,3,1,1,2.1999999999999997
67636,2,1,1,1.6
67638,3,1,1,2.1999999999999997
67639,3,1,1,2.1999999999999997
67640,5,1,1,3.4
67643,1,1,1,0.9999999999999999
67645,5,1,1,3.4
67646,4,1,1,2.8
67647,1,1,1,0.9999999999999999
67648,3,1,1,2.1999999999999997
67650,4,1,1,2.8
67651,4,1,1,2.8
67654,5,1,1,3.4
67655,1,1,1,0.9999999999999999
67656,5,1,1,3.4
67657,3,1,1,2.1999999999999997
67658,5,1,1,3.4
67662,3,1,1,2.1999999999999997
67664,1,1,1,0.9999999999999999
67669,3,1,1,2.1999999999999997
67673,1,1,1,0.9999999999999999
67675,4,1,1,2.8
67676,5,1,1,3.4
67678,2,1,1,1.6
67679,5,1,1,3.4
67681,4,1,1,2.8
67682,5,1,1,3.4
67683,1,1,1,0.9999999999999999
67687,5,1,1,3.4
67688,5,1,1,3.4
67689,2,1,1,1.6
67690,3,1,1,2.1999999999999997
67691,1,1,1,0.9999999999999999
67695,3,1,1,2.1999999999999997
67696,1,1,1,0.9999999999999999
67699,4,1,1,2.8
67702,2,1,1,1.6
67703,1,1,1,0.9999999999999999
67706,5,1,1,3.4
67708,4,1,1,2.8
67709,5,1,1,3.4
67710,1,1,1,0.9999999999999999
67712,1,1,1,0.9999999999999999
67714,3,1,1,2.1999999999999997
67715,5,1,1,3.4
67716,5,1,1,3.4
67718,3,1,1,2.1999999999999997
67720,4,1,1,2.8
67721,5,1,1,3.4
67722,2,1,1,1.6
67723,2,1,1,1.6
67725,3,1,1,2.1999999999999997
67727,4,1,1,2.8
67728,1,1,1,0.9999999999999999
67729,2,1,1,1.6
67731,4,1,1,2.8
67732,5,2,1,3.7
67733,5,1,1,3.4
67734,4,1,1,2.8
67740,2,1,1,1.6
67741,2,1,1,1.6
67743,1,1,1,0.9999999999999999
