USERID,r_score,f_score,m_score,rfm_wscore
160180,3,1,1,2.1999999999999997
160181,1,1,1,0.9999999999999999
160182,3,1,1,2.1999999999999997
160184,3,1,1,2.1999999999999997
160186,2,1,1,1.6
160188,5,1,1,3.4
160189,5,1,1,3.4
160191,2,1,1,1.6
160192,2,1,1,1.6
160193,2,1,1,1.6
160194,1,1,1,0.9999999999999999
160195,1,1,1,0.9999999999999999
160196,5,1,1,3.4
160198,1,1,1,0.9999999999999999
160200,4,1,1,2.8
160202,1,1,1,0.9999999999999999
160203,5,1,1,3.4
160208,5,1,1,3.4
160210,5,1,1,3.4
160211,5,1,1,3.4
160212,2,1,1,1.6
160213,5,1,1,3.4
160217,4,1,1,2.8
160220,3,1,1,2.1999999999999997
160221,1,1,1,0.9999999999999999
160223,4,1,1,2.8
160224,3,1,1,2.1999999999999997
160229,1,1,1,0.9999999999999999
160231,1,1,1,0.9999999999999999
160234,4,1,1,2.8
160237,1,1,1,0.9999999999999999
160239,4,1,1,2.8
160241,3,1,1,2.1999999999999997
160242,3,1,1,2.1999999999999997
160243,2,1,1,1.6
160244,2,1,1,1.6
160246,5,1,1,3.4
160249,4,1,1,2.8
160250,3,1,1,2.1999999999999997
160257,3,1,1,2.1999999999999997
160259,5,1,1,3.4
160261,5,1,1,3.4
160263,1,1,1,0.9999999999999999
160264,3,1,1,2.1999999999999997
160265,5,1,1,3.4
160267,3,1,1,2.1999999999999997
160268,5,1,1,3.4
160272,2,1,1,1.6
160281,4,1,1,2.8
160284,4,1,1,2.8
160285,5,1,1,3.4
160286,3,1,1,2.1999999999999997
160287,2,1,1,1.6
160288,4,1,1,2.8
160290,3,1,1,2.1999999999999997
160292,1,1,1,0.9999999999999999
160293,1,1,1,0.9999999999999999
160294,5,1,1,3.4
160297,5,1,1,3.4
160298,1,1,1,0.9999999999999999
160299,3,1,1,2.1999999999999997
160302,3,1,1,2.1999999999999997
160304,5,1,1,3.4
160305,5,1,1,3.4
160306,4,1,1,2.8
160308,5,1,1,3.4
160309,2,1,1,1.6
160310,2,1,1,1.6
160311,3,1,1,2.1999999999999997
160312,3,1,1,2.1999999999999997
160315,4,1,1,2.8
160316,5,1,1,3.4
160317,1,1,1,0.9999999999999999
160318,3,1,1,2.1999999999999997
160320,4,1,1,2.8
160325,3,1,1,2.1999999999999997
160327,3,1,1,2.1999999999999997
160329,4,1,1,2.8
160331,3,1,1,2.1999999999999997
160332,2,1,1,1.6
160333,1,1,1,0.9999999999999999
160335,2,1,1,1.6
160337,2,1,1,1.6
160340,2,1,1,1.6
160341,4,1,1,2.8
160343,3,1,1,2.1999999999999997
160345,2,1,1,1.6
160348,2,1,1,1.6
160349,1,1,1,0.9999999999999999
160350,5,1,1,3.4
160351,3,1,1,2.1999999999999997
160355,1,1,1,0.9999999999999999
160356,4,1,1,2.8
160359,1,1,1,0.9999999999999999
160362,3,1,1,2.1999999999999997
160363,5,1,1,3.4
160366,4,1,1,2.8
160367,4,1,1,2.8
160370,1,1,1,0.9999999999999999
160371,1,1,1,0.9999999999999999
160373,5,1,1,3.4
160374,5,1,1,3.4
160375,5,1,1,3.4
160376,3,1,1,2.1999999999999997
160377,2,1,1,1.6
160380,2,1,1,1.6
160382,5,1,1,3.4
160383,4,1,1,2.8
160384,2,2,1,1.9
160385,1,1,1,0.9999999999999999
160386,2,1,1,1.6
160387,2,1,1,1.6
160389,4,1,1,2.8
160392,4,1,1,2.8
160394,4,1,1,2.8
160397,4,1,1,2.8
160398,5,1,1,3.4
160402,5,2,1,3.7
160403,1,1,1,0.9999999999999999
160405,2,1,1,1.6
160406,5,1,1,3.4
160408,1,1,1,0.9999999999999999
160409,3,1,1,2.1999999999999997
160410,1,1,1,0.9999999999999999
160411,3,1,1,2.1999999999999997
160412,5,1,1,3.4
160414,2,1,1,1.6
160415,2,1,1,1.6
160416,3,1,1,2.1999999999999997
160417,2,1,1,1.6
160419,5,1,1,3.4
160420,4,1,1,2.8
160424,3,1,1,2.1999999999999997
160425,2,1,1,1.6
160426,1,1,1,0.9999999999999999
160428,3,1,1,2.1999999999999997
160429,3,1,1,2.1999999999999997
160430,5,1,1,3.4
160435,3,1,1,2.1999999999999997
160437,3,1,1,2.1999999999999997
160438,2,1,1,1.6
160439,5,2,1,3.7
160442,1,1,1,0.9999999999999999
160447,2,1,1,1.6
160449,4,1,1,2.8
160451,3,1,1,2.1999999999999997
160453,4,1,1,2.8
160455,2,1,1,1.6
160457,4,1,1,2.8
160461,1,1,1,0.9999999999999999
160462,4,1,1,2.8
160463,4,1,1,2.8
160464,5,1,1,3.4
160465,5,1,1,3.4
160468,1,1,1,0.9999999999999999
160469,3,1,1,2.1999999999999997
160470,5,1,1,3.4
160473,3,1,1,2.1999999999999997
160475,3,1,1,2.1999999999999997
160479,4,1,1,2.8
160482,4,1,1,2.8
160483,2,1,1,1.6
160484,4,1,1,2.8
160485,3,1,1,2.1999999999999997
160489,2,1,1,1.6
160491,4,1,1,2.8
160492,1,1,1,0.9999999999999999
160493,4,1,1,2.8
160494,4,1,1,2.8
160495,5,1,1,3.4
160496,2,1,1,1.6
160498,3,1,1,2.1999999999999997
160499,2,1,1,1.6
160500,5,1,1,3.4
160504,4,1,1,2.8
160506,2,1,1,1.6
160508,4,1,1,2.8
160509,2,1,1,1.6
160510,5,1,1,3.4
160512,5,1,1,3.4
160517,1,1,1,0.9999999999999999
160520,3,1,1,2.1999999999999997
160521,4,1,1,2.8
160522,2,1,1,1.6
160524,2,1,1,1.6
160527,1,1,1,0.9999999999999999
160531,3,1,1,2.1999999999999997
160532,3,1,1,2.1999999999999997
160533,1,1,1,0.9999999999999999
160536,5,1,1,3.4
160537,3,1,1,2.1999999999999997
160539,3,1,1,2.1999999999999997
160540,2,1,1,1.6
160541,5,1,1,3.4
160544,3,1,1,2.1999999999999997
160545,3,1,1,2.1999999999999997
160546,2,1,1,1.6
160547,5,1,1,3.4
160554,3,1,1,2.1999999999999997
160555,1,1,1,0.9999999999999999
160556,3,1,1,2.1999999999999997
160558,3,1,1,2.1999999999999997
160560,5,1,1,3.4
160561,1,1,1,0.9999999999999999
160562,5,1,1,3.4
160566,5,1,1,3.4
160567,3,1,1,2.1999999999999997
160571,2,1,1,1.6
160574,2,1,1,1.6
160575,5,1,1,3.4
160576,3,1,1,2.1999999999999997
160577,1,1,1,0.9999999999999999
160579,3,1,1,2.1999999999999997
160585,2,1,1,1.6
160586,5,1,1,3.4
160587,2,1,1,1.6
160589,1,1,1,0.9999999999999999
160590,3,1,1,2.1999999999999997
160593,5,1,1,3.4
160596,5,1,1,3.4
160597,3,1,1,2.1999999999999997
160598,2,1,1,1.6
160599,3,1,1,2.1999999999999997
160600,4,1,1,2.8
160602,4,1,1,2.8
160605,2,1,1,1.6
160606,3,1,1,2.1999999999999997
160607,5,1,1,3.4
160609,1,1,1,0.9999999999999999
160613,4,1,1,2.8
160614,3,1,1,2.1999999999999997
160618,2,1,1,1.6
160620,1,1,1,0.9999999999999999
160623,1,1,1,0.9999999999999999
160625,3,1,1,2.1999999999999997
160627,1,1,1,0.9999999999999999
160629,4,1,1,2.8
160633,4,1,1,2.8
160637,5,1,1,3.4
160639,4,1,1,2.8
160641,4,1,1,2.8
160642,3,1,1,2.1999999999999997
160643,2,1,1,1.6
160644,4,1,1,2.8
160646,4,1,1,2.8
160647,4,1,1,2.8
160648,4,1,1,2.8
160650,5,1,1,3.4
160651,1,1,1,0.9999999999999999
160652,4,1,1,2.8
160653,5,1,1,3.4
160656,2,1,1,1.6
160657,3,1,1,2.1999999999999997
160659,5,1,1,3.4
160660,5,1,1,3.4
160663,1,1,1,0.9999999999999999
160665,1,1,1,0.9999999999999999
160666,5,1,1,3.4
160667,4,1,1,2.8
160668,3,1,1,2.1999999999999997
160670,2,1,1,1.6
160671,5,1,1,3.4
160672,2,1,1,1.6
160673,3,1,1,2.1999999999999997
160675,2,1,1,1.6
160676,4,1,1,2.8
160679,2,1,1,1.6
160680,2,1,1,1.6
160681,3,1,1,2.1999999999999997
160683,4,1,1,2.8
160684,2,1,1,1.6
160685,1,1,1,0.9999999999999999
160690,4,1,1,2.8
160692,5,1,1,3.4
160693,5,1,1,3.4
160694,5,1,1,3.4
160695,5,1,1,3.4
160697,3,1,1,2.1999999999999997
160698,1,1,1,0.9999999999999999
160699,2,1,1,1.6
160700,3,1,1,2.1999999999999997
160701,4,1,1,2.8
160703,3,1,1,2.1999999999999997
160704,1,1,1,0.9999999999999999
160705,5,1,1,3.4
160708,3,1,1,2.1999999999999997
160710,5,1,1,3.4
160717,1,1,1,0.9999999999999999
160718,1,1,1,0.9999999999999999
160719,1,1,1,0.9999999999999999
160720,4,1,1,2.8
160722,1,1,1,0.9999999999999999
160723,4,1,1,2.8
160724,4,1,1,2.8
160728,2,1,1,1.6
160729,2,1,1,1.6
160734,5,1,1,3.4
160735,4,1,1,2.8
160737,2,1,1,1.6
160742,2,1,1,1.6
160744,2,1,1,1.6
160745,5,1,1,3.4
160746,2,1,1,1.6
160747,3,1,1,2.1999999999999997
160749,5,1,1,3.4
160751,1,1,1,0.9999999999999999
160752,3,1,1,2.1999999999999997
160755,4,1,1,2.8
160758,5,1,1,3.4
160759,5,1,1,3.4
160760,4,1,1,2.8
160763,5,1,1,3.4
160764,1,1,1,0.9999999999999999
160765,5,1,1,3.4
160766,1,1,1,0.9999999999999999
160769,5,1,1,3.4
160772,4,1,1,2.8
160773,5,1,1,3.4
160774,1,1,1,0.9999999999999999
160775,1,1,1,0.9999999999999999
160776,1,1,1,0.9999999999999999
160777,1,1,1,0.9999999999999999
160782,4,1,1,2.8
160783,3,1,1,2.1999999999999997
160784,5,1,1,3.4
160785,5,1,1,3.4
160788,5,1,1,3.4
160789,3,1,1,2.1999999999999997
160792,5,1,1,3.4
160794,4,1,1,2.8
160795,1,1,1,0.9999999999999999
160797,2,1,1,1.6
160798,4,1,1,2.8
160799,1,1,1,0.9999999999999999
160800,3,1,1,2.1999999999999997
160802,4,1,1,2.8
160805,5,1,1,3.4
160806,1,1,1,0.9999999999999999
160807,5,1,1,3.4
160810,2,1,1,1.6
160811,1,1,1,0.9999999999999999
160812,2,1,1,1.6
160813,2,1,1,1.6
160817,3,1,1,2.1999999999999997
160818,3,1,1,2.1999999999999997
160819,3,1,1,2.1999999999999997
160820,5,1,1,3.4
160821,3,1,1,2.1999999999999997
160829,3,1,1,2.1999999999999997
160831,3,1,1,2.1999999999999997
160836,1,1,1,0.9999999999999999
160837,3,1,1,2.1999999999999997
160841,2,1,1,1.6
160843,3,1,1,2.1999999999999997
160844,2,1,1,1.6
160850,4,1,1,2.8
160851,5,1,1,3.4
160853,4,1,1,2.8
160854,4,1,1,2.8
160856,4,1,1,2.8
160857,2,1,1,1.6
160859,3,1,1,2.1999999999999997
160861,2,1,1,1.6
160862,3,1,1,2.1999999999999997
160863,3,1,1,2.1999999999999997
160865,3,1,1,2.1999999999999997
160867,4,1,1,2.8
160868,5,1,1,3.4
160870,4,1,1,2.8
160871,5,1,1,3.4
160872,1,1,1,0.9999999999999999
160874,4,2,1,3.1
160875,3,1,1,2.1999999999999997
160878,2,1,1,1.6
160880,5,1,1,3.4
160882,4,1,1,2.8
160883,5,1,1,3.4
160886,4,1,1,2.8
160887,3,1,1,2.1999999999999997
160888,4,1,1,2.8
160889,5,1,1,3.4
160890,5,1,1,3.4
160891,1,1,1,0.9999999999999999
160893,2,1,1,1.6
160894,1,1,1,0.9999999999999999
160895,5,1,1,3.4
160900,1,1,1,0.9999999999999999
160901,5,1,1,3.4
160902,3,1,1,2.1999999999999997
160907,2,1,1,1.6
160909,4,1,1,2.8
160910,4,1,1,2.8
160912,1,1,1,0.9999999999999999
160913,3,1,1,2.1999999999999997
160914,5,1,1,3.4
160916,5,1,1,3.4
160919,1,1,1,0.9999999999999999
160920,4,1,1,2.8
160922,5,1,1,3.4
160923,4,1,1,2.8
160924,2,1,1,1.6
160925,4,1,1,2.8
160927,1,1,1,0.9999999999999999
160928,5,1,1,3.4
160931,2,1,1,1.6
160932,3,1,1,2.1999999999999997
160936,5,1,1,3.4
160937,1,1,1,0.9999999999999999
160939,1,1,1,0.9999999999999999
160940,1,1,1,0.9999999999999999
160942,5,1,1,3.4
160943,5,2,1,3.7
160944,2,1,1,1.6
160947,5,1,1,3.4
160948,2,1,1,1.6
160949,5,1,1,3.4
160951,5,1,1,3.4
160957,4,1,1,2.8
160959,2,1,1,1.6
160960,1,1,1,0.9999999999999999
160962,2,1,1,1.6
160963,2,1,1,1.6
160964,4,1,1,2.8
160966,3,1,1,2.1999999999999997
160967,4,1,1,2.8
160969,2,1,1,1.6
160970,2,1,1,1.6
160971,1,1,1,0.9999999999999999
160972,2,1,1,1.6
160973,2,1,1,1.6
160975,4,1,1,2.8
160977,4,1,1,2.8
160981,1,1,1,0.9999999999999999
160987,4,1,1,2.8
160990,4,1,1,2.8
160992,4,1,1,2.8
160994,2,1,1,1.6
160995,5,1,1,3.4
160998,1,1,1,0.9999999999999999
160999,2,1,1,1.6
161001,4,1,1,2.8
161002,2,1,1,1.6
161003,1,1,1,0.9999999999999999
161005,5,1,1,3.4
161007,4,1,1,2.8
161009,2,1,1,1.6
161010,5,1,1,3.4
161012,4,1,1,2.8
161013,3,1,1,2.1999999999999997
161014,5,1,1,3.4
161015,3,1,1,2.1999999999999997
161020,1,1,1,0.9999999999999999
161021,4,1,1,2.8
161023,5,1,1,3.4
161025,3,1,1,2.1999999999999997
161028,3,1,1,2.1999999999999997
161030,5,1,1,3.4
161031,2,1,1,1.6
161032,2,1,1,1.6
161035,2,1,1,1.6
161042,3,1,1,2.1999999999999997
161044,5,1,1,3.4
161045,2,1,1,1.6
161046,2,1,1,1.6
161048,4,1,1,2.8
161049,3,1,1,2.1999999999999997
161052,4,1,1,2.8
161053,5,1,1,3.4
161055,3,1,1,2.1999999999999997
161057,5,1,1,3.4
161058,4,1,1,2.8
161060,5,1,1,3.4
161061,4,1,1,2.8
161063,5,1,1,3.4
161065,2,1,1,1.6
161066,4,1,1,2.8
161068,1,1,1,0.9999999999999999
161070,4,1,1,2.8
161071,3,1,1,2.1999999999999997
161075,1,1,1,0.9999999999999999
161077,5,1,1,3.4
161078,1,1,1,0.9999999999999999
161079,1,1,1,0.9999999999999999
161084,5,1,1,3.4
161085,2,1,1,1.6
161086,1,1,1,0.9999999999999999
161087,3,1,1,2.1999999999999997
161093,2,1,1,1.6
161095,1,1,1,0.9999999999999999
161096,4,1,1,2.8
161097,4,1,1,2.8
161098,2,1,1,1.6
161102,2,1,1,1.6
161104,5,1,1,3.4
161105,5,1,1,3.4
161107,3,1,1,2.1999999999999997
161109,5,1,1,3.4
161112,4,1,1,2.8
161113,4,1,1,2.8
161114,1,1,1,0.9999999999999999
161120,3,1,1,2.1999999999999997
161124,2,1,1,1.6
161126,4,1,1,2.8
161128,5,1,1,3.4
161131,5,1,1,3.4
161133,3,1,1,2.1999999999999997
161134,2,1,1,1.6
161135,3,1,1,2.1999999999999997
161136,4,1,1,2.8
161137,1,1,1,0.9999999999999999
161138,4,1,1,2.8
161139,5,1,1,3.4
161141,3,1,1,2.1999999999999997
161146,5,1,1,3.4
161147,3,1,1,2.1999999999999997
161149,2,1,1,1.6
161152,5,1,1,3.4
161153,3,1,1,2.1999999999999997
161155,5,1,1,3.4
161156,4,1,1,2.8
161157,4,1,1,2.8
161160,2,1,1,1.6
161161,5,1,1,3.4
161162,5,1,1,3.4
161166,2,1,1,1.6
161168,5,1,1,3.4
161171,5,1,1,3.4
161174,3,1,1,2.1999999999999997
161178,4,1,1,2.8
161179,1,1,1,0.9999999999999999
161180,4,1,1,2.8
161181,4,1,1,2.8
161182,4,1,1,2.8
161185,5,1,1,3.4
161186,4,1,1,2.8
161188,5,1,1,3.4
161189,4,1,1,2.8
161192,2,1,1,1.6
161193,2,1,1,1.6
161194,5,1,1,3.4
161195,4,1,1,2.8
161197,4,1,1,2.8
161202,3,1,1,2.1999999999999997
161203,1,1,1,0.9999999999999999
161204,4,1,1,2.8
161205,2,1,1,1.6
161207,5,1,1,3.4
161210,5,1,1,3.4
161211,3,1,1,2.1999999999999997
161216,2,1,1,1.6
161217,4,1,1,2.8
161219,3,1,1,2.1999999999999997
161220,1,1,1,0.9999999999999999
161223,5,1,1,3.4
161226,3,1,1,2.1999999999999997
161227,2,1,1,1.6
161228,2,1,1,1.6
161229,4,1,1,2.8
161230,3,1,1,2.1999999999999997
161231,4,1,1,2.8
161233,1,1,1,0.9999999999999999
161236,2,1,1,1.6
161238,4,1,1,2.8
161240,5,1,1,3.4
161241,5,1,1,3.4
161243,3,1,1,2.1999999999999997
161245,5,1,1,3.4
161247,5,1,1,3.4
161248,2,1,1,1.6
161250,5,1,1,3.4
161251,1,1,1,0.9999999999999999
161253,4,1,1,2.8
161254,4,1,1,2.8
161256,3,1,1,2.1999999999999997
161258,1,1,1,0.9999999999999999
161259,2,1,1,1.6
161260,1,1,1,0.9999999999999999
161262,3,1,1,2.1999999999999997
161264,5,1,1,3.4
161266,3,1,1,2.1999999999999997
161268,5,1,1,3.4
161271,3,1,1,2.1999999999999997
161273,5,1,1,3.4
161274,3,1,1,2.1999999999999997
161275,5,1,1,3.4
161276,1,1,1,0.9999999999999999
161277,1,1,1,0.9999999999999999
161279,3,1,1,2.1999999999999997
161280,4,1,1,2.8
161284,4,1,1,2.8
161286,2,1,1,1.6
161287,2,1,1,1.6
161289,1,1,1,0.9999999999999999
161290,1,1,1,0.9999999999999999
161291,3,1,1,2.1999999999999997
161294,3,1,1,2.1999999999999997
161297,1,1,1,0.9999999999999999
161300,2,1,1,1.6
161302,3,1,1,2.1999999999999997
161303,5,1,1,3.4
161309,3,1,1,2.1999999999999997
161310,5,1,1,3.4
161311,1,1,1,0.9999999999999999
161312,2,1,1,1.6
161315,5,1,1,3.4
161319,5,1,1,3.4
161320,4,1,1,2.8
161322,4,1,1,2.8
161324,2,1,1,1.6
161325,3,1,1,2.1999999999999997
161327,5,1,1,3.4
161331,1,1,1,0.9999999999999999
161332,5,1,1,3.4
161337,4,1,1,2.8
161340,3,1,1,2.1999999999999997
161341,5,1,1,3.4
161343,1,1,1,0.9999999999999999
161345,5,1,1,3.4
161347,5,1,1,3.4
161348,4,1,1,2.8
161352,5,1,1,3.4
161353,1,1,1,0.9999999999999999
161356,4,1,1,2.8
161358,5,1,1,3.4
161362,3,1,1,2.1999999999999997
161364,4,1,1,2.8
161365,5,1,1,3.4
161369,3,1,1,2.1999999999999997
161371,1,1,1,0.9999999999999999
161373,2,1,1,1.6
161374,4,1,1,2.8
161377,4,1,1,2.8
161378,1,1,1,0.9999999999999999
161379,5,1,1,3.4
161384,4,1,1,2.8
161385,5,1,1,3.4
161387,2,1,1,1.6
161391,3,1,1,2.1999999999999997
161395,5,1,1,3.4
161396,5,1,1,3.4
161399,5,1,1,3.4
161402,3,1,1,2.1999999999999997
161405,2,1,1,1.6
161407,2,1,1,1.6
161409,3,1,1,2.1999999999999997
161411,5,1,1,3.4
161413,5,1,1,3.4
161416,5,1,1,3.4
161417,5,1,1,3.4
161418,3,1,1,2.1999999999999997
161419,4,1,1,2.8
161421,5,1,1,3.4
161422,5,1,1,3.4
161423,5,1,1,3.4
161424,2,1,1,1.6
161426,5,1,1,3.4
161427,2,1,1,1.6
161428,4,1,1,2.8
161432,4,1,1,2.8
161433,4,1,1,2.8
161435,2,1,1,1.6
161439,2,1,1,1.6
161441,3,1,1,2.1999999999999997
161444,5,2,1,3.7
161445,5,1,1,3.4
161447,1,1,1,0.9999999999999999
161451,5,1,1,3.4
161452,5,1,1,3.4
161453,5,1,1,3.4
161454,5,1,1,3.4
161457,4,1,1,2.8
161458,3,1,1,2.1999999999999997
161459,5,1,1,3.4
161461,3,1,1,2.1999999999999997
161462,2,1,1,1.6
161463,4,1,1,2.8
161465,5,1,1,3.4
161466,5,1,1,3.4
161467,2,1,1,1.6
161468,4,1,1,2.8
161470,5,1,1,3.4
161475,4,1,1,2.8
161476,4,1,1,2.8
161477,1,1,1,0.9999999999999999
161478,1,1,1,0.9999999999999999
161479,5,1,1,3.4
161484,3,1,1,2.1999999999999997
161487,1,1,1,0.9999999999999999
161491,4,1,1,2.8
161493,5,1,1,3.4
161494,3,1,1,2.1999999999999997
161495,5,1,1,3.4
161496,5,1,1,3.4
161499,5,1,1,3.4
161500,2,1,1,1.6
161501,5,1,1,3.4
161502,3,1,1,2.1999999999999997
161504,5,1,1,3.4
161507,4,1,1,2.8
161510,3,1,1,2.1999999999999997
161516,3,1,1,2.1999999999999997
161517,3,1,1,2.1999999999999997
161521,5,1,1,3.4
161524,4,1,1,2.8
161527,1,1,1,0.9999999999999999
161533,3,1,1,2.1999999999999997
161536,4,1,1,2.8
161537,3,1,1,2.1999999999999997
161540,1,1,1,0.9999999999999999
161541,2,1,1,1.6
161542,5,1,1,3.4
161545,5,1,1,3.4
161547,1,1,1,0.9999999999999999
161548,5,1,1,3.4
161549,4,1,1,2.8
161551,4,1,1,2.8
161553,1,1,1,0.9999999999999999
161554,4,1,1,2.8
161556,3,1,1,2.1999999999999997
161557,2,1,1,1.6
161559,1,1,1,0.9999999999999999
161560,4,1,1,2.8
161561,3,1,1,2.1999999999999997
161563,2,1,1,1.6
161566,1,1,1,0.9999999999999999
161567,5,1,1,3.4
161568,5,1,1,3.4
161570,5,1,1,3.4
161572,5,1,1,3.4
161577,5,1,1,3.4
161580,5,1,1,3.4
161582,2,1,1,1.6
161583,5,1,1,3.4
161584,5,1,1,3.4
161586,1,1,1,0.9999999999999999
161587,1,1,1,0.9999999999999999
161589,4,1,1,2.8
161590,3,1,1,2.1999999999999997
161592,4,1,1,2.8
161594,3,1,1,2.1999999999999997
161597,2,1,1,1.6
161599,4,2,1,3.1
161603,4,1,1,2.8
161609,2,1,1,1.6
161616,1,1,1,0.9999999999999999
161618,3,1,1,2.1999999999999997
161619,3,1,1,2.1999999999999997
161621,3,1,1,2.1999999999999997
161623,2,1,1,1.6
161625,4,1,1,2.8
161626,5,1,1,3.4
161627,5,1,1,3.4
161630,2,1,1,1.6
161631,5,1,1,3.4
161632,3,1,1,2.1999999999999997
161633,5,1,1,3.4
161635,5,1,1,3.4
161638,4,1,1,2.8
161640,4,1,1,2.8
161642,4,1,1,2.8
161643,3,1,1,2.1999999999999997
161646,4,1,1,2.8
161648,3,1,1,2.1999999999999997
161649,1,1,1,0.9999999999999999
161650,4,1,1,2.8
161651,1,1,1,0.9999999999999999
161653,1,1,1,0.9999999999999999
161654,1,1,1,0.9999999999999999
161655,3,1,1,2.1999999999999997
161656,5,1,1,3.4
161657,3,1,1,2.1999999999999997
161659,4,1,1,2.8
161660,2,1,1,1.6
161662,5,1,1,3.4
161664,1,1,1,0.9999999999999999
161667,5,1,1,3.4
161668,1,1,1,0.9999999999999999
161669,5,1,1,3.4
161673,4,1,1,2.8
161679,1,1,1,0.9999999999999999
161684,5,1,1,3.4
161685,4,1,1,2.8
161687,3,1,1,2.1999999999999997
161688,3,1,1,2.1999999999999997
161690,5,1,1,3.4
161693,4,1,1,2.8
161696,5,1,1,3.4
161701,5,1,1,3.4
161702,5,1,1,3.4
161706,4,1,1,2.8
161707,2,1,1,1.6
161708,3,1,1,2.1999999999999997
161712,4,1,1,2.8
161715,4,1,1,2.8
161717,4,1,1,2.8
161719,3,1,1,2.1999999999999997
161722,3,1,1,2.1999999999999997
161724,2,1,1,1.6
161728,4,1,1,2.8
161729,3,1,1,2.1999999999999997
161730,5,1,1,3.4
161731,1,1,1,0.9999999999999999
161734,1,1,1,0.9999999999999999
161742,4,1,1,2.8
161745,3,1,1,2.1999999999999997
161748,4,1,1,2.8
161749,5,1,1,3.4
161750,1,1,1,0.9999999999999999
161751,1,1,1,0.9999999999999999
161752,4,1,1,2.8
161753,1,1,1,0.9999999999999999
161756,5,1,1,3.4
161757,1,1,1,0.9999999999999999
161758,4,1,1,2.8
161763,1,1,1,0.9999999999999999
161764,1,1,1,0.9999999999999999
161767,3,1,1,2.1999999999999997
161768,4,1,1,2.8
161772,5,1,1,3.4
161773,5,1,1,3.4
161774,4,1,1,2.8
161776,3,1,1,2.1999999999999997
161777,3,1,1,2.1999999999999997
161778,2,1,1,1.6
161779,4,1,1,2.8
161781,1,1,1,0.9999999999999999
161782,1,1,1,0.9999999999999999
161783,1,1,1,0.9999999999999999
161786,4,1,1,2.8
161788,4,1,1,2.8
161790,4,1,1,2.8
161792,2,1,1,1.6
161793,2,1,1,1.6
161796,3,1,1,2.1999999999999997
161798,4,1,1,2.8
161800,5,1,1,3.4
161801,2,1,1,1.6
161803,2,1,1,1.6
161804,5,1,1,3.4
161805,5,1,1,3.4
161807,2,1,1,1.6
161808,4,1,1,2.8
161812,3,1,1,2.1999999999999997
161813,4,1,1,2.8
161814,5,1,1,3.4
161815,2,1,1,1.6
161816,1,1,1,0.9999999999999999
161817,3,1,1,2.1999999999999997
161821,3,1,1,2.1999999999999997
161822,4,1,1,2.8
161824,2,1,1,1.6
161826,3,1,1,2.1999999999999997
161831,4,1,1,2.8
161833,5,1,1,3.4
161835,1,1,1,0.9999999999999999
161837,5,1,1,3.4
161839,5,1,1,3.4
161844,5,1,1,3.4
161845,2,1,1,1.6
161847,5,1,1,3.4
161848,5,1,1,3.4
161849,4,1,1,2.8
161851,5,1,1,3.4
161853,4,1,1,2.8
161854,1,1,1,0.9999999999999999
161855,3,1,1,2.1999999999999997
161858,1,1,1,0.9999999999999999
161859,1,1,1,0.9999999999999999
161860,5,1,1,3.4
161862,5,1,1,3.4
161865,1,1,1,0.9999999999999999
161869,4,1,1,2.8
161874,4,2,1,3.1
161876,5,1,1,3.4
161878,4,1,1,2.8
161879,3,1,1,2.1999999999999997
161881,3,1,1,2.1999999999999997
161882,2,1,1,1.6
161883,1,1,1,0.9999999999999999
161886,4,1,1,2.8
161887,4,1,1,2.8
161890,3,1,1,2.1999999999999997
161891,5,1,1,3.4
161892,2,1,1,1.6
161893,3,1,1,2.1999999999999997
161894,2,1,1,1.6
161896,1,1,1,0.9999999999999999
161897,2,1,1,1.6
161898,2,1,1,1.6
161900,4,1,1,2.8
161901,1,1,1,0.9999999999999999
161902,4,1,1,2.8
161903,3,1,1,2.1999999999999997
161904,5,1,1,3.4
161906,5,1,1,3.4
161907,4,1,1,2.8
161908,3,1,1,2.1999999999999997
161913,3,1,1,2.1999999999999997
161915,4,1,1,2.8
161921,3,1,1,2.1999999999999997
161924,4,1,1,2.8
161925,5,1,1,3.4
161926,4,1,1,2.8
161927,1,1,1,0.9999999999999999
161931,4,1,1,2.8
161933,1,1,1,0.9999999999999999
161934,4,1,1,2.8
161935,5,1,1,3.4
161943,4,1,1,2.8
161945,4,1,1,2.8
161947,3,1,1,2.1999999999999997
161948,3,1,1,2.1999999999999997
161950,3,1,1,2.1999999999999997
161953,4,2,1,3.1
161956,5,1,1,3.4
161957,2,1,1,1.6
161959,3,1,1,2.1999999999999997
161964,5,1,1,3.4
161965,5,1,1,3.4
161967,2,1,1,1.6
161968,4,1,1,2.8
161969,5,1,1,3.4
161975,1,1,1,0.9999999999999999
161977,4,1,1,2.8
161978,5,1,1,3.4
161981,4,1,1,2.8
161982,1,1,1,0.9999999999999999
161986,4,1,1,2.8
161987,2,1,1,1.6
161992,2,1,1,1.6
161993,3,1,1,2.1999999999999997
161995,5,1,1,3.4
161996,4,1,1,2.8
161999,2,1,1,1.6
162011,2,1,1,1.6
162012,3,1,1,2.1999999999999997
162013,3,1,1,2.1999999999999997
162015,1,1,1,0.9999999999999999
162016,4,1,1,2.8
162019,3,1,1,2.1999999999999997
162021,4,1,1,2.8
162022,4,1,1,2.8
162023,2,1,1,1.6
162024,1,1,1,0.9999999999999999
162025,5,1,1,3.4
